,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,label
239,2.0,3.0,2.0,29,2,1,2,3,0,1,0,1,41570,1.0,17,6.0,6,1,2,3,3,0
240,2.0,4.0,3.0,35,2,1,10,5,0,4,2,2,134580,1.0,11,17.0,17,11,8,3,3,0
241,3.0,4.0,1.0,33,1,1,8,3,1,2,2,0,90690,3.0,25,15.0,13,4,7,3,4,0
242,3.0,2.0,4.0,54,2,1,5,2,0,2,7,1,40140,2.0,19,16.0,9,7,1,2,3,0
243,2.0,2.0,3.0,36,2,1,8,3,1,2,6,0,59150,2.0,13,13.0,3,0,2,2,3,0
244,1.0,4.0,3.0,27,2,2,9,3,1,5,5,2,59930,0.0,14,5.0,4,1,1,1,3,0
245,4.0,3.0,3.0,20,2,1,1,3,1,5,8,2,61620,1.0,12,1.0,1,1,1,2,3,1
246,1.0,1.0,3.0,33,1,1,15,4,0,1,2,2,24060,1.0,11,10.0,10,9,7,3,3,1
247,3.0,3.0,3.0,35,0,1,2,1,1,1,6,1,187400,1.0,19,1.0,1,0,0,4,3,0
248,1.0,1.0,4.0,23,2,1,2,3,1,1,0,1,76370,2.0,11,5.0,3,0,2,3,3,0
249,4.0,2.0,3.0,25,2,1,11,3,1,2,4,1,100960,0.0,11,4.0,3,1,2,3,3,0
250,4.0,4.0,3.0,38,2,1,16,3,1,5,6,2,147560,0.0,20,8.0,7,0,5,2,4,0
251,2.0,4.0,3.0,29,1,2,2,4,1,4,0,0,64990,1.0,18,10.0,10,2,8,2,3,0
252,2.0,2.0,3.0,48,2,1,16,3,1,1,7,1,97240,3.0,13,12.0,2,2,2,4,3,0
253,4.0,4.0,3.0,27,1,2,4,3,1,5,2,0,21940,1.0,12,6.0,6,0,4,3,3,0
254,4.0,4.0,3.0,37,2,1,16,3,1,3,3,2,33880,3.0,11,4.0,1,0,0,4,3,0
255,4.0,3.0,3.0,50,2,2,5,3,1,1,2,1,54730,1.0,19,20.0,20,3,8,4,3,0
256,4.0,2.0,4.0,34,2,1,18,1,1,1,0,2,27030,1.0,21,9.0,8,7,7,3,4,0
257,1.0,3.0,3.0,24,2,1,17,2,0,1,0,2,25010,9.0,12,4.0,2,2,0,1,3,1
258,4.0,3.0,3.0,39,2,1,12,5,0,1,8,2,62200,1.0,14,20.0,20,11,10,3,3,0
259,4.0,4.0,2.0,32,2,1,2,3,1,5,6,2,30380,1.0,11,10.0,10,0,8,1,3,0
260,2.0,3.0,3.0,50,1,1,4,2,1,4,8,1,44240,3.0,14,18.0,4,1,3,2,3,1
261,2.0,4.0,2.0,38,2,1,9,4,1,1,7,2,43120,0.0,12,10.0,9,1,8,2,3,0
262,3.0,1.0,3.0,27,2,1,10,3,1,5,6,1,132450,1.0,23,9.0,9,0,7,2,4,0
263,4.0,1.0,3.0,47,2,1,2,3,0,5,7,2,50210,2.0,17,20.0,7,1,7,3,3,0
264,4.0,1.0,3.0,40,1,1,3,4,0,3,1,1,51260,5.0,18,20.0,18,1,12,3,3,0
265,3.0,3.0,3.0,53,2,1,7,1,1,2,2,1,28590,3.0,18,32.0,5,1,3,3,3,0
266,2.0,4.0,2.0,41,2,2,6,3,1,1,7,0,102390,3.0,24,23.0,21,12,6,3,4,0
267,1.0,1.0,3.0,60,2,1,8,2,0,5,2,2,53290,8.0,20,10.0,2,2,2,4,4,0
268,4.0,1.0,2.0,27,1,1,29,1,1,2,4,0,43250,1.0,14,9.0,9,1,7,2,3,0
269,4.0,3.0,3.0,41,2,1,3,3,1,1,4,1,72600,1.0,16,22.0,22,2,10,3,3,0
270,4.0,2.0,3.0,50,2,2,9,3,1,2,6,1,23220,7.0,25,4.0,2,2,2,4,4,0
271,1.0,2.0,3.0,28,2,2,2,4,1,3,6,2,20750,7.0,18,10.0,7,3,7,2,3,1
272,1.0,1.0,3.0,36,0,1,10,4,0,2,6,1,41520,9.0,19,10.0,8,0,5,3,3,0
273,3.0,3.0,4.0,38,2,1,1,3,0,3,3,2,96190,4.0,13,10.0,1,0,0,3,3,0
274,1.0,3.0,3.0,44,0,1,8,2,1,1,6,2,135030,2.0,12,9.0,5,1,4,2,3,0
275,4.0,3.0,2.0,47,1,1,27,3,1,1,6,0,54410,9.0,22,28.0,22,11,13,2,4,0
276,3.0,4.0,2.0,30,2,1,8,3,1,2,7,0,52090,7.0,14,10.0,8,7,7,3,3,0
277,3.0,3.0,3.0,29,2,1,1,2,0,1,7,2,106730,1.0,13,1.0,1,0,0,3,3,0
278,3.0,3.0,3.0,42,1,1,10,1,0,1,7,0,50100,6.0,21,7.0,2,2,2,3,4,1
279,4.0,4.0,3.0,43,1,1,26,1,1,1,2,1,135490,3.0,11,7.0,2,2,2,3,3,0
280,2.0,3.0,3.0,34,2,1,2,5,1,2,0,2,49990,3.0,12,10.0,5,4,3,4,3,0
281,2.0,1.0,4.0,23,2,2,13,3,1,5,7,1,42210,1.0,11,5.0,4,0,2,3,3,0
282,3.0,2.0,1.0,39,2,2,2,4,0,4,0,1,138720,9.0,12,12.0,8,3,6,2,3,0
283,3.0,4.0,2.0,56,2,1,2,4,1,1,3,1,20420,7.0,12,30.0,10,1,1,3,3,0
284,4.0,4.0,2.0,40,2,2,9,3,1,2,6,2,20730,0.0,14,5.0,4,2,3,3,3,0
285,4.0,1.0,1.0,27,2,1,10,3,0,1,2,2,29560,8.0,13,9.0,7,0,7,3,3,0
286,4.0,2.0,3.0,29,2,2,20,3,0,2,3,0,29260,1.0,15,2.0,2,2,2,2,3,0
287,4.0,4.0,3.0,53,2,1,9,3,0,3,2,2,48090,2.0,18,19.0,2,2,2,3,3,0
288,4.0,1.0,4.0,35,0,1,5,1,1,1,0,0,51630,2.0,18,16.0,1,0,0,3,3,0
289,4.0,3.0,1.0,38,2,2,10,3,1,4,2,1,181720,6.0,12,6.0,1,0,1,3,3,0
290,2.0,1.0,3.0,34,2,1,20,3,0,3,2,0,57440,3.0,19,7.0,0,0,0,2,3,0
291,3.0,1.0,4.0,52,2,2,21,5,1,3,3,1,28890,1.0,11,34.0,34,1,16,3,3,0
292,4.0,4.0,2.0,33,2,1,1,2,1,3,2,2,28710,1.0,17,10.0,10,7,8,3,3,1
293,3.0,4.0,2.0,25,2,1,8,3,1,2,6,2,74840,1.0,15,6.0,6,1,4,3,3,0
294,2.0,3.0,3.0,45,2,2,2,3,1,3,0,2,60740,0.0,14,9.0,8,3,1,3,3,0
295,1.0,3.0,3.0,23,2,1,23,1,0,2,6,2,173280,1.0,17,2.0,2,0,2,1,3,0
296,4.0,4.0,3.0,34,2,1,12,3,1,1,6,2,45050,1.0,12,6.0,6,1,4,3,3,0
297,4.0,1.0,3.0,55,2,0,7,3,1,4,2,1,74280,5.0,12,24.0,5,1,4,3,3,1
298,1.0,1.0,3.0,36,0,1,7,2,1,5,7,2,116310,1.0,18,10.0,10,0,9,1,3,0
299,4.0,4.0,3.0,52,0,1,1,4,1,5,7,1,97380,0.0,18,5.0,4,1,2,3,3,0
300,2.0,3.0,2.0,29,2,1,10,2,1,3,4,1,169590,4.0,14,11.0,8,1,1,3,3,0
301,4.0,1.0,2.0,26,2,1,15,2,1,2,2,2,26130,6.0,19,6.0,4,1,2,3,3,1
302,2.0,4.0,3.0,34,2,1,14,4,1,2,4,2,61460,2.0,12,10.0,4,1,3,3,3,0
303,4.0,1.0,3.0,54,2,1,18,4,0,2,2,0,49630,9.0,15,9.0,5,1,4,3,3,0
304,3.0,4.0,3.0,27,1,1,13,2,0,4,6,1,195370,0.0,12,5.0,4,1,1,3,3,0
305,4.0,1.0,2.0,37,2,2,2,4,1,2,4,0,61720,0.0,11,6.0,5,4,3,3,3,0
306,1.0,1.0,3.0,38,1,2,2,4,0,2,6,2,23680,6.0,11,17.0,15,4,12,3,3,0
307,3.0,1.0,3.0,34,2,2,2,3,1,1,8,2,103120,1.0,12,6.0,6,1,3,3,3,0
308,1.0,4.0,2.0,35,2,1,5,4,1,3,3,1,16750,1.0,16,3.0,3,0,2,2,3,0
309,4.0,3.0,3.0,30,2,1,20,3,1,1,2,1,25230,3.0,13,7.0,2,0,2,3,3,0
310,3.0,2.0,3.0,40,1,1,10,4,1,2,4,1,65670,1.0,13,8.0,8,3,7,4,3,0
311,3.0,1.0,3.0,34,2,1,10,3,1,3,0,1,47390,5.0,24,6.0,3,1,2,3,4,0
312,2.0,4.0,2.0,42,1,1,9,4,1,1,4,0,92080,1.0,15,24.0,24,14,9,4,3,0
313,3.0,1.0,3.0,23,2,2,2,3,0,4,4,1,45590,1.0,18,1.0,0,0,0,2,3,1
314,3.0,2.0,3.0,24,0,2,1,5,0,1,4,0,81890,1.0,14,1.0,1,0,0,3,3,0
315,4.0,3.0,3.0,52,2,1,29,3,1,2,4,1,29420,8.0,11,9.0,5,1,4,2,3,0
316,3.0,3.0,3.0,50,2,1,8,4,1,2,7,1,49410,5.0,11,30.0,4,0,3,1,3,0
317,2.0,1.0,3.0,29,2,2,2,4,0,4,6,1,106500,1.0,13,1.0,1,0,0,4,3,1
318,3.0,3.0,4.0,33,2,1,3,4,1,4,4,1,59020,0.0,12,14.0,13,3,7,3,3,0
319,1.0,1.0,3.0,33,2,1,23,5,1,1,1,2,86390,5.0,16,6.0,3,0,2,2,3,1
320,3.0,4.0,2.0,47,2,1,6,4,1,2,3,1,63470,1.0,14,26.0,26,3,0,4,3,0
321,3.0,2.0,3.0,36,2,2,6,3,0,2,7,1,42000,0.0,22,10.0,9,0,5,3,4,0
322,3.0,3.0,3.0,29,2,1,10,3,1,1,6,1,34520,1.0,11,10.0,10,0,7,2,3,0
323,4.0,2.0,3.0,58,2,1,24,3,0,2,6,2,43170,7.0,17,40.0,31,13,8,3,3,1
324,4.0,3.0,3.0,35,2,2,10,4,0,1,6,2,26320,3.0,13,7.0,2,2,2,4,3,0
325,4.0,4.0,3.0,42,2,2,15,1,1,2,2,1,46680,9.0,18,8.0,4,0,2,3,3,0
326,3.0,3.0,2.0,28,2,1,19,4,0,2,7,2,32040,6.0,16,5.0,2,2,1,2,3,1
327,3.0,2.0,3.0,36,2,1,2,3,1,2,0,1,27200,4.0,14,8.0,5,0,4,3,3,0
328,3.0,3.0,3.0,32,2,1,3,1,1,2,4,1,171810,1.0,14,14.0,14,6,8,2,3,0
329,3.0,4.0,2.0,30,2,1,7,3,1,2,5,2,14830,5.0,13,12.0,0,0,0,3,3,0
330,2.0,3.0,3.0,45,2,1,10,4,1,1,5,2,56050,1.0,12,1.0,1,0,0,3,3,0
331,2.0,2.0,2.0,42,2,1,20,2,1,2,8,1,72950,1.0,15,10.0,9,7,8,3,3,0
332,1.0,1.0,2.0,38,1,2,4,3,1,2,6,0,23060,2.0,19,13.0,4,1,2,3,3,0
333,3.0,4.0,3.0,34,1,1,7,4,1,3,2,2,23480,1.0,14,6.0,5,1,3,3,3,0
334,3.0,4.0,4.0,49,2,2,7,2,0,2,0,1,89980,1.0,14,9.0,9,7,7,4,3,1
335,3.0,4.0,2.0,55,2,0,16,3,1,4,4,2,43190,4.0,11,12.0,9,7,3,4,3,1
336,2.0,1.0,3.0,43,2,1,25,2,1,2,0,1,61320,6.0,13,22.0,4,1,0,2,3,0
337,3.0,4.0,3.0,27,2,2,2,4,1,2,3,0,33460,1.0,21,9.0,9,0,8,2,4,0
338,3.0,3.0,4.0,35,2,1,1,3,1,1,5,2,108550,3.0,13,17.0,8,1,6,3,3,0
339,2.0,2.0,3.0,28,2,2,1,2,0,1,7,1,22310,1.0,12,8.0,8,7,5,2,3,0
340,3.0,4.0,1.0,34,2,2,2,5,1,4,6,1,23230,0.0,17,4.0,3,0,2,3,3,0
341,3.0,3.0,3.0,26,1,1,22,4,0,1,7,1,20240,1.0,23,8.0,8,1,7,3,4,1
342,4.0,4.0,2.0,27,0,2,1,3,0,1,7,1,27130,1.0,11,0.0,0,0,0,3,3,0
343,1.0,3.0,2.0,51,2,2,16,3,1,3,6,1,94390,2.0,15,29.0,20,4,17,3,3,0
344,4.0,2.0,2.0,44,2,2,24,5,0,1,7,2,25660,9.0,11,10.0,5,2,3,3,3,0
345,1.0,1.0,2.0,25,2,1,17,3,1,1,2,2,199260,7.0,11,6.0,4,0,1,4,3,0
346,1.0,1.0,3.0,33,2,1,8,4,1,3,2,0,24510,1.0,13,9.0,9,0,8,2,3,0
347,3.0,1.0,2.0,35,2,2,6,4,0,2,3,2,94190,1.0,24,6.0,6,1,1,2,4,0
348,2.0,4.0,2.0,36,2,2,10,4,1,3,3,1,86860,1.0,13,18.0,18,4,11,3,3,0
349,2.0,4.0,2.0,32,2,1,3,4,0,4,7,0,30380,2.0,20,8.0,5,0,3,3,4,0
350,2.0,4.0,2.0,30,1,1,4,5,1,5,8,0,30580,9.0,14,10.0,5,0,3,3,3,0
351,1.0,4.0,3.0,53,2,2,6,3,1,4,7,1,23250,7.0,18,35.0,5,0,4,4,3,0
352,4.0,1.0,3.0,45,2,1,1,5,1,2,0,0,20880,4.0,15,18.0,5,0,2,3,3,0
353,3.0,3.0,2.0,32,2,2,10,3,0,1,1,1,30720,5.0,12,9.0,5,1,3,1,3,0
354,3.0,4.0,3.0,52,1,1,1,1,1,2,2,1,50060,3.0,16,31.0,9,0,0,3,3,0
355,4.0,3.0,3.0,37,2,2,24,2,0,4,2,0,42570,4.0,15,9.0,1,0,0,3,3,0
356,2.0,4.0,3.0,28,2,1,21,4,0,1,0,0,25000,1.0,16,6.0,5,0,4,3,3,0
357,4.0,4.0,1.0,22,2,1,2,2,1,1,8,1,11020,6.0,19,4.0,2,2,2,2,3,0
358,1.0,4.0,2.0,44,2,1,22,3,0,1,2,1,104530,2.0,11,10.0,3,0,2,3,3,0
359,2.0,4.0,3.0,42,1,2,13,4,0,2,2,2,22880,5.0,16,8.0,2,2,2,2,3,0
360,1.0,1.0,3.0,36,2,1,14,3,1,2,6,1,39290,0.0,24,6.0,5,0,3,2,4,0
361,3.0,1.0,3.0,25,2,2,11,3,0,1,2,1,23110,1.0,11,5.0,5,0,3,3,3,0
362,4.0,3.0,3.0,35,2,1,9,2,0,1,0,1,31400,1.0,13,17.0,17,5,15,2,3,0
363,4.0,2.0,2.0,35,1,2,8,2,0,1,2,0,36900,1.0,13,10.0,10,7,8,4,3,1
364,4.0,4.0,3.0,32,0,1,21,3,1,1,7,0,44500,0.0,13,4.0,3,0,2,3,3,0
365,3.0,1.0,4.0,25,2,2,5,3,0,4,6,1,27560,1.0,12,5.0,5,0,3,3,3,0
366,3.0,1.0,3.0,49,2,2,9,3,0,2,8,1,190330,2.0,18,7.0,4,0,2,3,3,0
367,1.0,4.0,2.0,24,0,1,2,5,1,2,0,1,187220,0.0,22,6.0,5,3,4,3,4,0
368,2.0,2.0,3.0,32,1,1,12,5,1,1,6,1,95470,1.0,13,10.0,10,5,3,2,3,0
369,2.0,2.0,3.0,38,2,2,22,2,1,1,7,1,137340,0.0,13,3.0,2,1,2,4,3,0
370,3.0,4.0,2.0,42,2,1,18,1,0,2,6,1,199990,2.0,23,17.0,5,1,3,3,4,0
371,4.0,4.0,3.0,31,2,1,16,3,0,3,7,1,22790,3.0,12,8.0,6,0,2,3,3,0
372,2.0,3.0,3.0,29,2,2,3,3,1,3,2,0,59160,6.0,12,5.0,3,0,2,3,3,1
373,1.0,4.0,3.0,53,2,1,9,3,1,1,8,1,20890,5.0,16,28.0,2,2,2,2,3,0
374,4.0,2.0,3.0,35,2,1,1,3,1,3,0,1,167920,3.0,12,16.0,13,4,8,4,3,0
375,3.0,4.0,3.0,37,1,1,13,4,0,3,1,1,35640,5.0,11,10.0,5,0,0,1,3,0
376,4.0,4.0,3.0,53,2,1,1,1,1,1,7,2,44250,6.0,22,33.0,12,3,8,4,4,0
377,4.0,4.0,2.0,43,1,1,1,3,1,1,2,1,52650,4.0,11,12.0,5,2,2,3,3,0
378,3.0,4.0,3.0,47,2,2,15,4,0,3,5,1,65530,0.0,15,8.0,7,7,7,3,3,0
379,1.0,2.0,3.0,37,0,1,1,5,0,2,6,2,62610,1.0,12,10.0,10,0,9,3,3,0
380,1.0,1.0,3.0,50,0,1,17,3,0,1,2,0,42980,1.0,20,31.0,31,14,7,3,4,0
381,4.0,4.0,3.0,39,2,1,1,3,0,3,1,1,68040,8.0,14,13.0,5,0,4,2,3,0
382,4.0,2.0,4.0,33,2,2,7,3,1,2,4,0,38150,3.0,11,7.0,4,0,3,3,3,0
383,1.0,4.0,1.0,32,2,1,9,1,0,1,2,2,27410,1.0,15,1.0,1,0,1,2,3,1
384,1.0,4.0,3.0,29,2,1,5,4,0,4,0,0,66730,6.0,12,8.0,4,0,3,4,3,0
385,2.0,1.0,3.0,44,2,1,26,2,1,2,4,1,76390,1.0,14,8.0,8,7,1,3,3,0
386,1.0,4.0,3.0,28,2,2,24,5,0,1,6,2,23280,1.0,11,4.0,4,0,2,3,3,0
387,4.0,4.0,2.0,58,1,2,9,2,1,1,7,0,21530,9.0,11,3.0,1,0,0,3,3,1
388,1.0,2.0,4.0,43,2,2,7,4,1,2,7,0,48760,4.0,16,4.0,1,0,0,3,3,0
389,3.0,3.0,2.0,20,2,1,11,3,1,2,7,2,93960,1.0,12,2.0,2,0,2,1,3,1
390,3.0,4.0,2.0,36,2,1,26,4,1,1,2,1,84740,0.0,14,17.0,16,4,11,3,3,0
391,4.0,4.0,2.0,47,2,1,2,3,1,2,4,2,99810,1.0,21,3.0,3,1,2,3,4,0
392,2.0,3.0,4.0,22,2,1,15,4,0,1,2,1,124900,0.0,13,4.0,3,0,2,3,3,1
393,2.0,4.0,2.0,41,2,1,23,3,0,2,7,0,26570,4.0,11,10.0,7,1,0,4,3,1
394,3.0,3.0,3.0,28,2,1,10,3,0,3,3,0,135910,5.0,20,6.0,2,2,2,3,4,0
395,4.0,1.0,1.0,39,2,1,10,4,0,4,1,1,66960,7.0,11,8.0,2,2,2,3,3,1
396,2.0,3.0,3.0,27,2,1,1,3,1,1,6,2,20580,1.0,14,1.0,1,0,0,3,3,0
397,2.0,2.0,3.0,34,2,1,12,2,1,2,1,0,88650,1.0,11,1.0,1,1,0,3,3,0
398,3.0,3.0,3.0,42,2,2,11,1,1,2,1,2,59400,7.0,16,10.0,5,0,3,2,3,0
399,3.0,1.0,3.0,33,2,2,2,3,0,1,7,2,59140,3.0,16,6.0,3,0,2,3,3,0
400,3.0,2.0,3.0,58,2,1,2,4,1,1,6,0,26220,2.0,23,24.0,6,0,4,3,4,0
401,2.0,3.0,4.0,31,2,2,1,3,0,1,8,1,121850,3.0,14,13.0,7,5,2,3,3,0
402,4.0,4.0,1.0,35,2,1,2,1,1,3,0,1,106090,1.0,22,10.0,10,0,7,3,4,0
403,1.0,2.0,2.0,49,2,1,25,2,0,2,7,1,43450,4.0,15,29.0,26,1,7,2,3,0
404,4.0,3.0,2.0,48,2,1,1,4,1,1,6,1,21770,4.0,18,13.0,0,0,0,3,3,0
405,4.0,3.0,2.0,31,0,1,1,2,0,2,7,1,27930,1.0,16,9.0,9,0,0,3,3,0
406,2.0,4.0,3.0,36,2,0,2,4,1,1,7,2,79180,2.0,12,8.0,6,0,1,2,3,0
407,4.0,1.0,3.0,38,2,2,6,3,1,2,7,1,87890,1.0,11,15.0,15,5,11,3,3,0
408,3.0,2.0,3.0,32,0,2,18,3,1,1,2,1,23890,6.0,12,5.0,3,0,2,2,3,0
409,3.0,2.0,3.0,25,2,1,1,2,1,1,7,1,32120,1.0,15,1.0,1,0,0,2,3,1
410,1.0,2.0,2.0,40,2,1,1,4,1,2,6,0,192320,2.0,14,11.0,1,0,0,3,3,0
411,3.0,1.0,3.0,26,1,2,11,3,1,2,0,2,22670,1.0,19,7.0,7,0,7,2,3,0
412,4.0,1.0,3.0,41,2,1,1,4,1,1,6,2,195170,2.0,13,20.0,18,2,17,3,3,0
413,3.0,3.0,3.0,36,2,1,9,3,0,2,0,2,24360,4.0,13,16.0,11,3,9,1,3,0
414,4.0,2.0,4.0,19,2,1,15,3,1,2,6,2,160640,1.0,15,1.0,1,0,0,3,3,1
415,1.0,1.0,3.0,20,2,1,29,3,0,3,2,2,27070,1.0,11,1.0,1,0,0,3,3,1
416,4.0,4.0,1.0,31,2,1,1,4,1,4,5,1,190680,0.0,12,10.0,9,8,5,3,3,0
417,4.0,2.0,3.0,40,1,2,1,3,1,1,6,0,39310,8.0,19,3.0,1,0,0,2,3,0
418,3.0,1.0,4.0,32,2,1,24,3,1,4,2,1,37300,1.0,25,8.0,8,6,3,3,4,0
419,3.0,4.0,3.0,36,2,1,10,3,1,3,7,1,22320,1.0,12,16.0,16,3,7,3,3,1
420,2.0,4.0,3.0,33,2,1,1,4,0,4,4,2,44650,0.0,13,6.0,5,1,4,3,3,0
421,1.0,3.0,1.0,37,2,2,10,4,0,3,1,1,30720,5.0,14,17.0,14,11,7,2,3,1
422,3.0,2.0,2.0,45,0,1,8,1,1,2,7,1,33190,1.0,12,9.0,9,0,8,3,3,0
423,3.0,4.0,3.0,29,1,1,29,1,1,1,8,1,192020,1.0,12,3.0,3,0,2,3,3,0
424,3.0,3.0,3.0,35,2,0,1,3,1,3,2,1,136750,1.0,15,5.0,5,1,0,2,3,0
425,4.0,4.0,2.0,52,2,1,5,4,1,1,2,1,29110,2.0,17,26.0,9,7,8,3,3,0
426,4.0,3.0,3.0,58,2,2,9,2,0,4,7,2,59570,4.0,14,7.0,1,0,0,1,3,1
427,3.0,3.0,4.0,53,2,1,9,3,1,1,3,0,39200,6.0,16,22.0,17,15,2,3,3,0
428,3.0,3.0,4.0,30,2,2,3,4,1,1,7,0,64340,5.0,14,10.0,8,7,7,2,3,0
429,3.0,4.0,3.0,38,0,2,4,3,1,2,5,2,100480,1.0,23,6.0,5,1,3,3,4,0
430,4.0,4.0,3.0,35,2,2,1,2,0,2,0,0,109380,6.0,14,12.0,10,0,8,1,3,0
431,1.0,3.0,3.0,39,2,2,1,1,1,2,6,2,23400,0.0,11,9.0,8,0,7,2,3,0
432,2.0,2.0,2.0,40,0,1,2,4,1,1,1,2,65450,4.0,15,22.0,1,0,0,3,3,1
433,3.0,3.0,4.0,47,1,1,7,4,1,3,7,0,69310,1.0,11,20.0,19,2,7,3,3,0
434,1.0,4.0,3.0,36,0,2,28,1,1,2,6,0,48980,4.0,13,12.0,7,0,7,3,3,0
435,3.0,1.0,3.0,31,0,1,28,4,1,2,6,2,25930,0.0,21,4.0,3,1,2,3,4,1
436,4.0,3.0,3.0,33,0,2,15,3,1,4,5,2,194360,1.0,19,10.0,10,6,0,3,3,0
437,4.0,1.0,3.0,29,2,0,3,5,1,1,7,2,27230,6.0,11,3.0,0,0,0,2,3,1
438,2.0,4.0,3.0,33,2,1,2,2,1,2,2,2,34790,3.0,12,5.0,3,0,2,3,3,0
439,4.0,4.0,3.0,45,2,1,26,1,0,3,0,0,27940,3.0,19,8.0,5,0,2,3,3,0
440,4.0,4.0,2.0,50,2,2,10,1,0,1,4,0,52490,9.0,21,32.0,5,1,3,2,4,0
441,3.0,2.0,3.0,33,1,2,1,3,1,2,1,1,21760,1.0,14,6.0,6,1,2,2,3,0
442,1.0,3.0,4.0,41,1,2,11,3,1,1,2,0,168720,2.0,15,21.0,18,0,11,3,3,0
443,3.0,2.0,3.0,27,2,1,20,4,1,2,4,1,34850,9.0,17,4.0,2,2,2,3,3,0
444,4.0,1.0,3.0,45,0,2,2,3,0,1,7,1,66440,1.0,12,9.0,9,0,8,4,3,0
445,4.0,4.0,3.0,47,2,2,18,4,0,2,6,2,55820,1.0,16,9.0,9,0,7,3,3,0
446,1.0,3.0,3.0,30,2,2,2,3,1,2,0,1,40000,4.0,12,7.0,5,0,1,2,3,1
447,4.0,3.0,3.0,50,2,1,1,3,0,2,7,1,134960,3.0,18,22.0,12,1,5,3,3,0
448,3.0,3.0,2.0,38,1,1,13,3,1,1,4,1,32100,0.0,17,3.0,2,0,2,2,3,0
449,4.0,3.0,3.0,46,2,1,28,3,0,3,1,0,190450,6.0,11,13.0,8,0,7,3,3,0
450,4.0,3.0,3.0,24,2,2,28,3,0,1,0,0,118490,1.0,16,5.0,4,3,2,3,3,0
451,3.0,2.0,1.0,35,2,2,24,3,1,3,0,0,20700,1.0,13,5.0,4,0,2,2,3,1
452,3.0,1.0,3.0,31,1,1,5,2,1,2,7,1,65020,1.0,12,4.0,4,0,3,3,3,0
453,2.0,4.0,3.0,18,0,2,5,4,1,2,3,2,32300,1.0,12,0.0,0,0,0,3,3,0
454,3.0,3.0,3.0,54,2,2,23,3,0,1,2,1,136030,8.0,13,22.0,10,0,8,3,3,0
455,3.0,3.0,2.0,35,2,1,6,4,0,1,4,0,119960,1.0,19,16.0,16,10,1,3,3,0
456,2.0,1.0,2.0,30,2,1,4,3,0,5,0,1,56050,0.0,12,9.0,8,1,7,2,3,0
457,4.0,1.0,3.0,20,2,1,2,2,0,2,6,2,63970,1.0,17,1.0,1,0,0,3,3,1
458,2.0,2.0,3.0,30,1,1,8,4,1,1,7,2,191440,0.0,11,4.0,3,1,2,3,3,1
459,4.0,4.0,3.0,26,2,2,1,3,0,2,6,1,175840,1.0,20,8.0,8,1,3,3,4,0
460,1.0,3.0,3.0,48,2,0,2,4,1,2,7,2,45540,2.0,11,19.0,2,2,2,3,3,0
461,3.0,3.0,3.0,48,2,2,3,3,1,1,5,2,54150,7.0,11,27.0,15,4,8,3,3,0
462,4.0,3.0,3.0,41,2,1,2,3,1,2,6,2,47410,6.0,16,8.0,2,2,1,3,3,0
463,4.0,4.0,3.0,39,2,2,2,3,1,3,1,1,21150,1.0,18,21.0,21,11,8,4,3,0
464,1.0,4.0,3.0,27,2,1,3,3,1,2,1,1,31610,0.0,13,4.0,3,2,2,3,3,0
465,2.0,4.0,2.0,35,2,2,24,3,1,5,7,0,57450,1.0,17,3.0,3,1,2,3,3,0
466,1.0,4.0,3.0,50,2,2,27,3,1,2,7,1,33100,4.0,22,8.0,1,0,0,4,4,0
467,3.0,4.0,3.0,59,2,1,16,4,0,5,2,2,186650,3.0,12,30.0,5,4,3,2,3,0
468,1.0,2.0,1.0,37,2,2,15,3,1,2,2,1,44850,5.0,11,15.0,1,0,0,4,3,1
469,3.0,2.0,3.0,55,1,1,26,2,0,2,7,1,27890,3.0,13,17.0,8,6,7,2,3,0
470,2.0,3.0,3.0,41,0,1,19,1,1,2,6,0,58280,1.0,13,21.0,21,5,10,3,3,0
471,2.0,1.0,3.0,26,0,1,21,1,0,1,4,2,135250,8.0,17,7.0,2,2,2,2,3,1
472,1.0,4.0,3.0,52,2,1,5,4,0,4,1,1,14200,1.0,13,33.0,32,6,9,4,3,1
473,4.0,4.0,3.0,44,2,1,16,3,0,1,0,1,80200,3.0,11,23.0,12,11,11,3,3,0
474,4.0,3.0,3.0,50,0,0,2,2,1,1,2,1,36880,0.0,11,19.0,18,0,13,2,3,0
475,3.0,1.0,3.0,36,2,2,2,4,1,4,7,2,54820,1.0,18,18.0,17,15,14,3,3,1
476,4.0,1.0,3.0,39,1,2,11,3,1,1,7,2,160150,1.0,11,21.0,21,2,8,4,3,0
477,2.0,4.0,2.0,33,0,2,9,2,1,5,8,2,12000,0.0,11,3.0,2,2,2,3,3,0
478,4.0,4.0,4.0,45,2,1,7,2,1,1,1,1,56610,3.0,12,26.0,9,1,1,2,3,0
479,4.0,3.0,3.0,32,0,1,15,3,1,2,3,2,69290,9.0,20,10.0,8,7,7,1,4,0
480,2.0,4.0,2.0,34,2,2,6,4,1,2,5,0,96130,0.0,12,16.0,15,0,9,2,3,0
